Column1,Typo,Target,Match 1,Column2,Match 2,Column3,Match 3,Column4,
527,Ethambutol/isoniazid/pyrazinamide/rifampiin,Ethambutol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,1,Isoniazid/pyrazinamide/rifampicin,0,Ethambutol/isoniazid/rifampicin,0,
528,Ethambutol/isoniazidl/rifampicin,Ethambutol/isoniazid/rifampicin,Ethambutol/isoniazid/rifampicin,1,Isoniazid/pyrazinamide/rifampicin,0,Isoniazid/rifampicin,0,
529,Ethambutol/isoniazidl/rifampiBcin,Ethambutol/isoniazid/rifampicin,Ethambutol/isoniazid/rifampicin,1,Isoniazid/pyrazinamide/rifampicin,0,Isoniazid/rifampicin,0,
530,Ethambutol/isoniazid/rifapicin,Ethambutol/isoniazid/rifampicin,Ethambutol/isoniazid/rifampicin,1,Isoniazid/pyrazinamide/rifampicin,0,Isoniazid/rifampicin,0,
531,Ethambutol/isoniazidI/rifampicin,Ethambutol/isoniazid/rifampicin,Ethambutol/isoniazid/rifampicin,1,Isoniazid/pyrazinamide/rifampicin,0,Isoniazid/rifampicin,0,
532,thanol,Ethanol,Ethanol,1,Iodine,0,Iohexol,0,
533,EthanoEthanol,Ethanol,Paracetamol,0,Ethambutol,0,Ethionamide,0,
534,EthanYl,Ethanol,Ethanol,1,Retinol,0,Iodine,0,
535,Ethinylestradio/etonogestrel,Ethinylestradiol/etonogestrel,Ethinylestradiol/etonogestrel,1,Ethinylestradiol/levonorgestrel,0,Ethinylestradiol/norethisterone,0,
536,Ethinylestradiol/levonorgLstrel,Ethinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,1,Ethinylestradiol/etonogestrel,0,Ethinylestradiol/norethisterone,0,
537,Ehinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,1,Ethinylestradiol/etonogestrel,0,Ethinylestradiol/norethisterone,0,
538,Ehinylestradiol/levonorgestel,Ethinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,1,Ethinylestradiol/etonogestrel,0,Ethinylestradiol/norethisterone,0,
539,Ethinylestradiol/leLvonorgestrel,Ethinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,1,Ethinylestradiol/etonogestrel,0,Ethinylestradiol/norethisterone,0,
540,Ethinylestradiol/leLvonorgestrRel,Ethinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,1,Ethinylestradiol/etonogestrel,0,Ethinylestradiol/norethisterone,0,
541,Ethinylestradiol/norethislterone,Ethinylestradiol/norethisterone,Ethinylestradiol/norethisterone,1,Ethinylestradiol/etonogestrel,0,Ethinylestradiol/levonorgestrel,0,
542,Ethinylestradiol/norethislterNone,Ethinylestradiol/norethisterone,Ethinylestradiol/norethisterone,1,Ethinylestradiol/etonogestrel,0,Ethinylestradiol/levonorgestrel,0,
543,EthiGnylestradiol/norethisterone,Ethinylestradiol/norethisterone,Ethinylestradiol/norethisterone,1,Ethinylestradiol/etonogestrel,0,Ethinylestradiol/levonorgestrel,0,
544,Ethinylestradil/norethisterone,Ethinylestradiol/norethisterone,Ethinylestradiol/norethisterone,1,Ethinylestradiol/etonogestrel,0,Ethinylestradiol/levonorgestrel,0,
545,Ethinylestradil/noretisterone,Ethinylestradiol/norethisterone,Ethinylestradiol/norethisterone,1,Ethinylestradiol/etonogestrel,0,Ethinylestradiol/levonorgestrel,0,
546,Ethzonamide,Ethionamide,Ethionamide,1,Ethosuximide,0,Etoposide,0,
547,EthosuxiRmide,Ethosuximide,Ethosuximide,1,Diloxanide,0,Ethionamide,0,
548,Ethosuximde,Ethosuximide,Ethosuximide,1,Artesunate,0,Amodiaquine,0,
549,EthosuximiWde,Ethosuximide,Ethosuximide,1,Diloxanide,0,Thalidomide,0,
550,EthosuxwimiWde,Ethosuximide,Ethosuximide,1,Diloxanide,0,Thalidomide,0,
551,EtonogFstrel-releasing implant,Etonogestrel-releasing implant,Etonogestrel-releasing implant,1,Levonorgestrel-releasing implant,0,Ethinylestradiol/etonogestrel,0,
552,vEtoposide,Etoposide,Etoposide,1,Furosemide,0,Budesonide,0,
553,vEtoposride,Etoposide,Etoposide,1,Ethionamide,0,Fomepizole,0,
554,EtoposiMde,Etoposide,Etoposide,1,Dapsone,0,Dopamine,0,
555,EtopoRsiMde,Etoposide,Etoposide,1,Ethosuximide,0,Amiodarone,0,
556,toposide,Etoposide,Etoposide,1,Dopamine,0,Diazoxide,0,
557,Eerolimus,Everolimus,Everolimus,1,Tacrolimus,0,Verapamil,0,
558,Eeroimus,Everolimus,Iodine,0,Ethanol,0,Urea,0,
559,EKverolimus,Everolimus,Everolimus,1,Tacrolimus,0,Asparaginase,0,
560,EKverolifmus,Everolimus,Everolimus,1,Asparaginase,0,Tacrolimus,0,
561,EverolimuUEverolimus,Everolimus,Xylometazoline,0,Everolimus,1,Voriconazole,0,
562,cverolimuUEverolimus,Everolimus,Xylometazoline,0,Carbamazepine,0,Voriconazole,0,
563,FQentanyl,Fentanyl,Fentanyl,1,Retinol,0,Ethanol,0,
564,FentanCl,Fentanyl,Fentanyl,1,Condoms,0,Ethanol,0,
565,Fentnyl,Fentanyl,Fentanyl,1,Timolol,0,Quinine,0,
566,Ferkrous salt,Ferrous salt,Ferrous salt,1,Valproic acid,0,Fluorouracil,0,
567,Ferrous salt/folic aTid,Ferrous salt/folic acid,Ferrous salt/folic acid,1,Varicella vaccine,0,P-aminosalicylic acid,0,
568,Ferrous salt/flic acid,Ferrous salt/folic acid,Ferrous salt/folic acid,1,P-aminosalicylic acid,0,Salicylic acid,0,
569,errous salt/flic acid,Ferrous salt/folic acid,Ferrous salt/folic acid,1,Acetylsalicylic acid,0,Acetic acid,0,
570,Fexinqdazole,Fexinidazole,Fexinidazole,1,Mebendazole,0,Voriconazole,0,
571,Fexqnqdazole,Fexinidazole,Fexinidazole,1,Fomepizole,0,Benznidazole,0,
572,FilgrastieFilgrastim,Filgrastim,Varicella vaccine,0,Griseofulvin,0,Filgrastim,1,
573,FilgraNstim,Filgrastim,Filgrastim,1,Vecuronium,0,Fluorescein,0,
574,FilgraNmstim,Filgrastim,Filgrastim,1,Vecuronium,0,Fluorescein,0,
575,Filgratim,Filgrastim,Filgrastim,1,Vecuronium,0,Biperiden,0,
576,FluconazoDe,Fluconazole,Fluconazole,1,Fluphenazine,0,Gliclazide,0,
577,FYluconazole,Fluconazole,Voriconazole,0,Fluconazole,1,Fluphenazine,0,
578,FYNluconazole,Fluconazole,Fluconazole,1,Voriconazole,0,Itraconazole,0,
579,Fluconazle,Fluconazole,Fluconazole,1,Miconazole,0,Fluphenazine,0,
580,Fluonazle,Fluconazole,Linezolid,0,Fluoride,0,Fluconazole,1,
581,Fucytosine,Flucytosine,Flucytosine,1,Fosfomycin,0,Loratadine,0,
582,Flucytsine,Flucytosine,Flucytosine,1,Fluoxetine,0,Lidocaine,0,
583,lucytsine,Flucytosine,Lidocaine,0,Flucytosine,1,Ephedrine,0,
584,Flkudarabine,Fludarabine,Fludarabine,1,Cytarabine,0,Levothyroxine,0,
585,FludaZabine,Fludarabine,Fludarabine,1,Clofazimine,0,Fluphenazine,0,
586,FlLdaZabine,Fludarabine,Fluoxetine,0,Fludarabine,1,Clozapine,0,
587,LFludarabine,Fludarabine,Fludarabine,1,Cytarabine,0,Levothyroxine,0,
588,LFludarabinae,Fludarabine,Fludarabine,1,Cytarabine,0,Levothyroxine,0,
589,FludrocTrtisone,Fludrocortisone,Fludrocortisone,1,Hydrocortisone,0,Flucytosine,0,
590,FluoresceiEn,Fluorescein,Fluorescein,1,Bleomycin,0,Ofloxacin,0,
591,FluoresceiEIn,Fluorescein,Fluorescein,1,Bleomycin,0,Ofloxacin,0,
592,Fuoride,Fluoride,Fluoride,1,Iodine,0,Thiamine,0,
593,uoride,Fluoride,Urea,0,Iodine,0,Fluoride,1,
594,FluoAride,Fluoride,Fluoride,1,Fluorescein,0,Halothane,0,
595,FlRuorouracil,Fluorouracil,Fluorouracil,1,Chlorambucil,0,Fluorescein,0,
596,FluorouCacil,Fluorouracil,Fluorouracil,1,Verapamil,0,Fluorescein,0,
597,FluorouraJil,Fluorouracil,Fluorouracil,1,Verapamil,0,Allopurinol,0,
598,Flpphenazine,Fluphenazine,Fluphenazine,1,Chloroquine,0,Clomifene,0,
599,Fluphenawine,Fluphenazine,Fluphenazine,1,Fluoxetine,0,Dopamine,0,
600,FolPc acid,Folic acid,Folic acid,1,Valproic acid,0,Ascorbic acid,0,
601,Folic aGcid,Folic acid,Folic acid,1,Valproic acid,0,Acetic acid,0,
602,FZolic aGcid,Folic acid,Folic acid,1,Acetic acid,0,Valproic acid,0,
603,FomepizolMFomepizole,Fomepizole,Fexinidazole,0,Artesunate/amodiaquine,0,Abacavir/lamivudine,0,
604,FomepiDolMFomepizole,Fomepizole,Metronidazole,0,Methimazole,0,Nicotinamide,0,
605,FomDpizole,Fomepizole,Fomepizole,1,Omeprazole,0,Fentanyl,0,
606,FosJfomycin,Fosfomycin,Fosfomycin,1,Vancomycin,0,Natamycin,0,
607,Josfomycin,Fosfomycin,Fosfomycin,1,Gentamicin,0,Vancomycin,0,
608,Fresh frozen lasma,Fresh frozen plasma,Fresh frozen plasma,1,Deferoxamine,0,Clofazimine,0,
609,Freh frozen lasma,Fresh frozen plasma,Fresh frozen plasma,1,Varenicline,0,Deferoxamine,0,
610,Fresh frozOen plasma,Fresh frozen plasma,Fresh frozen plasma,1,Deferoxamine,0,Clofazimine,0,
611,Furosemixde,Furosemide,Furosemide,1,Voriconazole,0,Artesunate,0,
612,Furtosemide,Furosemide,Furosemide,1,Artesunate,0,Budesonide,0,
613,HFurtosemide,Furosemide,Furosemide,1,Artesunate,0,Budesonide,0,
614,Furosemtide,Furosemide,Furosemide,1,Voriconazole,0,Artesunate,0,
615,Futrosemtide,Furosemide,Furosemide,1,Budesonide,0,Tetracaine,0,
616,Gemcitabpine,Gemcitabine,Gemcitabine,1,Amlodipine,0,Capecitabine,0,
617,Gmcitabine,Gemcitabine,Gemcitabine,1,Amlodipine,0,Amodiaquine,0,
618,Gntamicin,Gentamicin,Gentamicin,1,Natamycin,0,Clindamycin,0,
619,Glass ionomer cemenGlass ionomer cement,Glass ionomer cement,Nicotine replacement therapy,0,Glass ionomer cement,1,Amoxicillin/clavulanic acid,0,
620,Glss ionomer cemenGlass ionomer cement,Glass ionomer cement,Glass ionomer cement,1,Amoxicillin/clavulanic acid,0,Nicotine replacement therapy,0,
621,Glass ionomez cement,Glass ionomer cement,Glass ionomer cement,1,Spectinomycin,0,Chlorine base compound,0,
622,GlasU ionomez cement,Glass ionomer cement,Glass ionomer cement,1,Chlorine base compound,0,Suramin sodium,0,
623,Glecaprevir/pibreqntasvir,Glecaprevir/pibrentasvir,Glecaprevir/pibrentasvir,1,Sofosbuvir/velpatasvir,0,Lopinavir/ritonavir,0,
624,Glecaprevir/pibrenasvir,Glecaprevir/pibrentasvir,Glecaprevir/pibrentasvir,1,Lopinavir/ritonavir,0,Sofosbuvir/velpatasvir,0,
625,GliclazidNe,Gliclazide,Gliclazide,1,Cyclizine,0,Naloxone,0,
626,JGlucagon,Glucagon,Glucagon,1,Glucose,0,Oxygen,0,
627,JGlucaAgon,Glucagon,Glucagon,1,Glucose,0,Oxygen,0,
628,GlucagodGlucagon,Glucagon,Docusate sodium,0,Flucytosine,0,Clarithromycin,0,
629,GlucagodGlutagon,Glucagon,Oxaliplatin,0,Docusate sodium,0,Levofloxacin,0,
630,GlWucagon,Glucagon,Glucagon,1,Glucose,0,Oxygen,0,
631,GlWucagoKn,Glucagon,Glucagon,1,Glucose,0,Amikacin,0,
632,GlucoSe,Glucose,Glucose,1,Glucagon,0,Amikacin,0,
633,Gluose,Glucose,Glucose,1,Iodine,0,Mesna,0,
634,GluosGluose,Glucose,Glucose,1,Lactulose,0,Glucagon,0,
635,GlucNse,Glucose,Glucose,1,Glucagon,0,Mesna,0,
636,GluGtaral,Glutaral,Glutaral,1,Clopidogrel,0,Retinol,0,
637,Glyceryl rinitrate,Glyceryl trinitrate,Glyceryl trinitrate,1,Isosorbide dinitrate,0,Sodium nitrite,0,
638,Glyceryl tkrinitrate,Glyceryl trinitrate,Glyceryl trinitrate,1,Isosorbide dinitrate,0,Caffeine citrate,0,
639,Glyceryl tkriEnitrate,Glyceryl trinitrate,Glyceryl trinitrate,1,Isosorbide dinitrate,0,Caffeine citrate,0,
640,GlycerXyl trinitrate,Glyceryl trinitrate,Glyceryl trinitrate,1,Isosorbide dinitrate,0,Sodium nitrite,0,
641,GriseofulviUGriseofulvin,Griseofulvin,Rotavirus vaccine,0,Griseofulvin,1,Cefiderocol,0,
642,GriseofulviUGriseofulvRn,Griseofulvin,Griseofulvin,1,Rotavirus vaccine,0,Propylthiouracil,0,
643,Gliseofulvin,Griseofulvin,Griseofulvin,1,Micafungin,0,Cloxacillin,0,
644,Gniseofulvin,Griseofulvin,Griseofulvin,1,Micafungin,0,Midazolam,0,
645,Haemophilus influenzae type b vaccinme,Haemophilus influenzae type b vaccine,Haemophilus influenzae type b vaccine,1,Japanese encephalitis vaccine,0,Human papilloma virus (HPV) vaccine,0,
646,jHaemophilus influenzae type b vaccine,Haemophilus influenzae type b vaccine,Haemophilus influenzae type b vaccine,1,Japanese encephalitis vaccine,0,Meningococcal meningitis vaccine,0,
647,jHaemophilus influWenzae type b vaccine,Haemophilus influenzae type b vaccine,Haemophilus influenzae type b vaccine,1,Japanese encephalitis vaccine,0,Meningococcal meningitis vaccine,0,
648,HalWoperidol,Haloperidol,Haloperidol,1,Allopurinol,0,Ulipristal,0,
649,HaylWoperidol,Haloperidol,Haloperidol,1,Allopurinol,0,Ulipristal,0,
650,Halothne,Halothane,Halothane,1,Iodine,0,Codeine,0,
651,HeJparin sodium,Heparin sodium,Heparin sodium,1,Suramin sodium,0,Loperamide,0,
652,HepaOin sodium,Heparin sodium,Heparin sodium,1,Phenytoin,0,Abacavir,0,
653,Hepanin sodium,Heparin sodium,Heparin sodium,1,Suramin sodium,0,Ethionamide,0,
654,HepatitisHA vaccine,Hepatitis A vaccine,Hepatitis A vaccine,1,Hepatitis B vaccine,0,Pertussis vaccine,0,
655,Hqepatitis B vaccine,Hepatitis B vaccine,Hepatitis B vaccine,1,Hepatitis A vaccine,0,Tetanus vaccine,0,
656,Hqepatitis B vaccjine,Hepatitis B vaccine,Hepatitis B vaccine,1,Hepatitis A vaccine,0,Rotavirus vaccine,0,
657,Human papillomavirus (HPV) vaccine,Human papilloma virus (HPV) vaccine,Human papilloma virus (HPV) vaccine,1,Poliomyelitis vaccine,0,Haemophilus influenzae type b vaccine,0,
658,Human papillPma virus (HPV) vaccine,Human papilloma virus (HPV) vaccine,Human papilloma virus (HPV) vaccine,1,Haemophilus influenzae type b vaccine,0,Meningococcal meningitis vaccine,0,
659,Hydralazie,Hydralazine,Hydralazine,1,Atropine,0,Sertraline,0,
660,Hydralaze,Hydralazine,Hydralazine,1,Atropine,0,Sertraline,0,
661,HydrochlorothiOazide,Hydrochlorothiazide,Hydrochlorothiazide,1,Hydrocortisone,0,Triclabendazole,0,
662,Hydrochlorotbiazide,Hydrochlorothiazide,Hydrochlorothiazide,1,Triclabendazole,0,Hydrocortisone,0,
663,Hydroconrtisone,Hydrocortisone,Hydrocortisone,1,Fludrocortisone,0,Dexamethasone,0,
664,HydroRcortisone,Hydrocortisone,Hydrocortisone,1,Fludrocortisone,0,Hydrochlorothiazide,0,
665,Hydrocortisne,Hydrocortisone,Hydrocortisone,1,Atracurium,0,Fludrocortisone,0,
666,Hydocortisne,Hydrocortisone,Hydrocortisone,1,Fludrocortisone,0,Flucytosine,0,
667,HydroxocobalaGin,Hydroxocobalamin,Hydroxocobalamin,1,Hydroxycarbamide,0,Hydroxychloroquine,0,
668,HydroxocoValaGin,Hydroxocobalamin,Hydroxocobalamin,1,Hydroxychloroquine,0,Hydroxycarbamide,0,
669,Hydroxocbalamin,Hydroxocobalamin,Hydroxocobalamin,1,Hydroxychloroquine,0,Amoxicillin,0,
670,Hydroxocbalain,Hydroxocobalamin,Hydroxocobalamin,1,Amoxicillin,0,Enoxaparin,0,
671,Hydroxycafbamide,Hydroxycarbamide,Hydroxycarbamide,1,Hydroxocobalamin,0,Tropicamide,0,
672,HyKroxycafbamide,Hydroxycarbamide,Hydroxycarbamide,1,Acetazolamide,0,Hydroxocobalamin,0,
673,Hydroxycafrbamide,Hydroxycarbamide,Hydroxycarbamide,1,Hydroxychloroquine,0,Hydroxocobalamin,0,
674,HydroxycXafrbamide,Hydroxycarbamide,Hydroxycarbamide,1,Hydroxychloroquine,0,Lithium carbonate,0,
675,Hydrooxycarbamide,Hydroxycarbamide,Hydroxycarbamide,1,Lithium carbonate,0,Hydroxychloroquine,0,
676,Hydroxychlorouine,Hydroxychloroquine,Hydroxychloroquine,1,Hydroxycarbamide,0,Tetracycline,0,
677,Hydroxychloroine,Hydroxychloroquine,Hydroxychloroquine,1,Hydroxycarbamide,0,Tetracycline,0,
678,HydroOxychloroquine,Hydroxychloroquine,Hydroxychloroquine,1,Hydroxocobalamin,0,Hydroxycarbamide,0,
679,HyoPcine butylbromide,Hyoscine butylbromide,Hyoscine butylbromide,1,Hyoscine hydrobromide,0,Ipratropium bromide,0,
680,HyoPcine wutylbromide,Hyoscine butylbromide,Hyoscine butylbromide,1,Hyoscine hydrobromide,0,Acetazolamide,0,
681,Hyoscine hydrobromede,Hyoscine hydrobromide,Hyoscine hydrobromide,1,Hyoscine butylbromide,0,Sodium nitroprusside,0,
682,Hyoscine gydrobromede,Hyoscine hydrobromide,Hyoscine hydrobromide,1,Hyoscine butylbromide,0,Sodium nitroprusside,0,
683,Hyoscine hydrobromde,Hyoscine hydrobromide,Hyoscine hydrobromide,1,Hyoscine butylbromide,0,Sumatriptan,0,
684,IbrutiniIbrutinib,Ibrutinib,Phytomenadione,0,Prednisolone,0,Epinephrine,0,
685,IbruiniIbrutinib,Ibrutinib,Epinephrine,0,Aprepitant,0,Ibrutinib,1,
686,IbZrutinib,Ibrutinib,Ibrutinib,1,Erlotinib,0,Imatinib,0,
687,Ibupronfen,Ibuprofen,Ibuprofen,1,Bupropion,0,Ephedrine,0,
688,QIbupronfen,Ibuprofen,Ibuprofen,1,Azathioprine,0,Riboflavin,0,
689,IfosfZmide,Ifosfamide,Ifosfamide,1,Ethosuximide,0,Ethionamide,0,
690,IfEsfZmide,Ifosfamide,Ifosfamide,1,Ethosuximide,0,Ethionamide,0,
691,IfosfamNde,Ifosfamide,Ifosfamide,1,Artesunate,0,Lidocaine,0,
692,Ifosfaide,Ifosfamide,Ifosfamide,1,Abacavir,0,Budesonide,0,
693,Imatnib,Imatinib,Imatinib,1,Mannitol,0,Erlotinib,0,
694,Imanib,Imatinib,Ethanol,0,Thiamine,0,Quinine,0,
695,IJatinib,Imatinib,Imatinib,1,Nilotinib,0,Dasatinib,0,
696,AJatinib,Imatinib,Imatinib,1,Nilotinib,0,Dasatinib,0,
697,InfluenzaQ vaccine,Influenza vaccine,Influenza vaccine,1,Mumps vaccine,0,Cholera vaccine,0,
698,InfluenzgaQ vaccine,Influenza vaccine,Influenza vaccine,1,Dengue vaccine,0,Mumps vaccine,0,
699,ILfluenza vaccine,Influenza vaccine,Influenza vaccine,1,Cholera vaccine,0,Dengue vaccine,0,
700,ILfluenza daccine,Influenza vaccine,Influenza vaccine,1,Flucytosine,0,Dexamethasone,0,
701,Influenza vacciHe,Influenza vaccine,Influenza vaccine,1,Amlodipine,0,Eflornithine,0,
702,Insulin inqjection (soluble),Insulin injection (soluble),Insulin injection (soluble),1,Antivenom immunoglobulin,0,Anti-tetanus immunoglobulin,0,
703,Insulin inqjection (soluFble),Insulin injection (soluble),Insulin injection (soluble),1,Antivenom immunoglobulin,0,Methylthioninium chloride,0,
704,Insulininjection (soluble),Insulin injection (soluble),Insulin injection (soluble),1,Antivenom immunoglobulin,0,Anti-tetanus immunoglobulin,0,
705,Insulininjection (solubl),Insulin injection (soluble),Insulin injection (soluble),1,Oral rehydration salts,0,Antivenom immunoglobulin,0,
706,Insulin injection soluble),Insulin injection (soluble),Insulin injection (soluble),1,Antivenom immunoglobulin,0,Anti-tetanus immunoglobulin,0,
707,Insulin inection soluble),Insulin injection (soluble),Insulin injection (soluble),1,Antivenom immunoglobulin,0,Anti-tetanus immunoglobulin,0,
708,Intermediate-actinginsulin,Intermediate-acting insulin,Intermediate-acting insulin,1,Anti-tetanus immunoglobulin,0,Emtricitabine/tenofovir,0,
709,Intermediate-actingisulin,Intermediate-acting insulin,Intermediate-acting insulin,1,Phenoxymethylpenicillin,0,Anti-tetanus immunoglobulin,0,
710,Intermediate-aQcting insulin,Intermediate-acting insulin,Intermediate-acting insulin,1,Anti-tetanus immunoglobulin,0,Normal immunoglobulin,0,
711,Intermediate-taQcting insulin,Intermediate-acting insulin,Intermediate-acting insulin,1,Anti-tetanus immunoglobulin,0,Phenoxymethylpenicillin,0,
712,Intermediate-acting inulin,Intermediate-acting insulin,Intermediate-acting insulin,1,Anti-tetanus immunoglobulin,0,Normal immunoglobulin,0,
713,Intermediate-cting inulin,Intermediate-acting insulin,Intermediate-acting insulin,1,Anti-tetanus immunoglobulin,0,Antivenom immunoglobulin,0,
714,Ipntraperitoneal dialysis solution,Intraperitoneal dialysis solution,Intraperitoneal dialysis solution,1,Anti-tetanus immunoglobulin,0,Intermediate-acting insulin,0,
715,Intraperitoneal dialysis slution,Intraperitoneal dialysis solution,Intraperitoneal dialysis solution,1,Anti-tetanus immunoglobulin,0,Amoxicillin/clavulanic acid,0,
716,Inraperitoneal dialysis slution,Intraperitoneal dialysis solution,Intraperitoneal dialysis solution,1,Amoxicillin/clavulanic acid,0,Piperacillin/tazobactam,0,
717,oodine,Iodine,Iodine,1,Ethanol,0,Codeine,0,
718,Qodine,Iodine,Iodine,1,Quinine,0,Codeine,0,
719,Ipratopium bromide,Ipratropium bromide,Ipratropium bromide,1,Hydroxycarbamide,0,Potassium chloride,0,
720,Ipratopum bromide,Ipratropium bromide,Ipratropium bromide,1,Hydroxycarbamide,0,Potassium chloride,0,
721,Ipratropiumcbromide,Ipratropium bromide,Ipratropium bromide,1,Hydroxycarbamide,0,Tropicamide,0,
722,ISinotecan,Irinotecan,Irinotecan,1,Oxytocin,0,Paromomycin,0,
723,dSinotecan,Irinotecan,Irinotecan,1,Dexamethasone,0,Tamoxifen,0,
724,IsIoflurane,Isoflurane,Isoflurane,1,Efavirenz,0,Amiodarone,0,
725,IsIofluranOe,Isoflurane,Isoflurane,1,Efavirenz,0,Amiodarone,0,
726,Ishflurane,Isoflurane,Isoflurane,1,Amiloride,0,Warfarin,0,
727,Ishflurale,Isoflurane,Isoflurane,1,Fluoride,0,Amiloride,0,
728,Ixoflurane,Isoflurane,Isoflurane,1,Amiloride,0,Efavirenz,0,
729,IxoflIrane,Isoflurane,Isoflurane,1,Amiloride,0,Efavirenz,0,
730,qIsoniazid,Isoniazid,Isoniazid,1,Miconazole,0,Delamanid,0,
731,Isoncazid,Isoniazid,Isoniazid,1,Abacavir,0,Succimer,0,
732,Gsoncazid,Isoniazid,Isoniazid,1,Gliclazide,0,Glucagon,0,
733,Isonziazid,Isoniazid,Isoniazid,1,Miconazole,0,Delamanid,0,
734,Isoniazid/pyrazinamidU/rifampicin,Isoniazid/pyrazinamide/rifampicin,Isoniazid/pyrazinamide/rifampicin,1,Ethambutol/isoniazid/pyrazinamide/rifampicin,0,Ethambutol/isoniazid/rifampicin,0,
735,Isoniazid/cyrazinamidU/rifampicin,Isoniazid/pyrazinamide/rifampicin,Isoniazid/pyrazinamide/rifampicin,1,Ethambutol/isoniazid/rifampicin,0,Ethambutol/isoniazid/pyrazinamide/rifampicin,0,
736,Isoniazid/pyrazinamide/rifampicn,Isoniazid/pyrazinamide/rifampicin,Isoniazid/pyrazinamide/rifampicin,1,Ethambutol/isoniazid/pyrazinamide/rifampicin,0,Ethambutol/isoniazid/rifampicin,0,
737,Isoniazid/pyrazinamie/rifampicn,Isoniazid/pyrazinamide/rifampicin,Isoniazid/pyrazinamide/rifampicin,1,Ethambutol/isoniazid/rifampicin,0,Isoniazid/rifampicin,0,
738,Isoniazid/pyrazinamide/rifampicdin,Isoniazid/pyrazinamide/rifampicin,Isoniazid/pyrazinamide/rifampicin,1,Ethambutol/isoniazid/pyrazinamide/rifampicin,0,Ethambutol/isoniazid/rifampicin,0,
739,Isoniazid/pyridoxine/sulYfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,1,Isoniazid/pyrazinamide/rifampicin,0,Sulfamethoxazole/trimethoprim,0,
740,IsoniazZid/pyridoxine/sulYfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,1,Isoniazid/pyrazinamide/rifampicin,0,Sulfamethoxazole/trimethoprim,0,
741,Isoniazid/pyridxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,1,Isoniazid/pyrazinamide/rifampicin,0,Sulfamethoxazole/trimethoprim,0,
742,Isonazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,1,Isoniazid/pyrazinamide/rifampicin,0,Sulfamethoxazole/trimethoprim,0,
743,Isonazid/pyridoxine/sulfamethoxazole/trimethprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,1,Isoniazid/pyrazinamide/rifampicin,0,Sulfamethoxazole/trimethoprim,0,
744,Isoniazid/rifampicihn,Isoniazid/rifampicin,Isoniazid/rifampicin,1,Isoniazid/rifapentine,0,Hyoscine hydrobromide,0,
745,Isoiazid/rifampicin,Isoniazid/rifampicin,Isoniazid/rifampicin,1,Isoniazid/rifapentine,0,Azithromycin,0,
746,Isoneiazid/rifapentine,Isoniazid/rifapentine,Isoniazid/rifapentine,1,Isoniazid/rifampicin,0,Hyoscine hydrobromide,0,
747,IsoneiazidI/rifapentine,Isoniazid/rifapentine,Isoniazid/rifapentine,1,Isoniazid/rifampicin,0,Hyoscine hydrobromide,0,
748,Isoniazid/rifapeXtine,Isoniazid/rifapentine,Isoniazid/rifapentine,1,Isoniazid/rifampicin,0,Abacavir/lamivudine,0,
749,Isoniazid/rifapPXtine,Isoniazid/rifapentine,Isoniazid/rifapentine,1,Isoniazid/rifampicin,0,Hyoscine hydrobromide,0,
750,Iraconazole,Itraconazole,Itraconazole,1,Voriconazole,0,Fluconazole,0,
751,ItraconQazole,Itraconazole,Itraconazole,1,Voriconazole,0,Miconazole,0,
752,IUD with fcopper,IUD with copper,IUD with copper,1,Abacavir,0,Entecavir,0,
753,IUD with proghstogen,IUD with progestogen,IUD with progestogen,1,IUD with copper,0,Erythromycin,0,
754,IUD with proestogen,IUD with progestogen,IUD with progestogen,1,IUD with copper,0,Etoposide,0,
755,IvermectiXIvermectin,Ivermectin,Acetazolamide,0,Isoniazid/rifampicin,0,Nitrofurantoin,0,
756,Ivrmectin,Ivermectin,Ivermectin,1,Bleomycin,0,Filgrastim,0,
757,Ivrmctin,Ivermectin,Ivermectin,1,Rifabutin,0,Phenytoin,0,
758,Japanese encephaliti vaccine,Japanese encephalitis vaccine,Japanese encephalitis vaccine,1,Tick-borne encephalitis vaccine,0,Meningococcal meningitis vaccine,0,
