Column1,Typo,Target,Match 1,Match 12,Match 2,Match 22,Match 3,Column4,Column5
525,Ethambutol/isniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,1,Ethambutol,0,Rifampicin,0,
526,Ethambutol/isniazid/pyazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,1,Rifampicin,0,Ethambutol,0,
527,Ethambutol/isoniazid/pyrazinamide/rifampiin,Ethambutol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,1,Ethambutol,0,Isoniazid,0,
528,Ethambutol/isoniazidl/rifampicin,Ethambutol/isoniazid/rifampicin,Ethambutol/isoniazid/rifampicin,1,Ethambutol,0,Rifampicin,0,
529,Ethambutol/isoniazidl/rifampiBcin,Ethambutol/isoniazid/rifampicin,Ethambutol/isoniazid/rifampicin,1,Ethambutol,0,Isoniazid,0,
530,Ethambutol/isoniazid/rifapicin,Ethambutol/isoniazid/rifampicin,Ethambutol/isoniazid/rifampicin,1,Ethambutol,0,Isoniazid,0,
531,Ethambutol/isoniazidI/rifampicin,Ethambutol/isoniazid/rifampicin,Ethambutol/isoniazid/rifampicin,1,Ethambutol,0,Rifampicin,0,
532,thanol,Ethanol,Ethanol,1,Salbutamol,0,Halothane,0,
533,EthanoEthanol,Ethanol,Ethanol,1,Retinol,0,Halothane,0,
534,EthanYl,Ethanol,Ethanol,1,Fentanyl,0,Ethinylestradiol/norethisterone,0,
535,Ethinylestradio/etonogestrel,Ethinylestradiol/etonogestrel,Ethinylestradiol/etonogestrel,1,Ethinylestradiol/levonorgestrel,0,Ethinylestradiol/norethisterone,0,
536,Ethinylestradiol/levonorgLstrel,Ethinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,1,Ethinylestradiol/etonogestrel,0,Levonorgestrel,0,
537,Ehinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,1,Ethinylestradiol/etonogestrel,0,Levonorgestrel,0,
538,Ehinylestradiol/levonorgestel,Ethinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,1,Ethinylestradiol/etonogestrel,0,Levonorgestrel,0,
539,Ethinylestradiol/leLvonorgestrel,Ethinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,1,Ethinylestradiol/etonogestrel,0,Levonorgestrel,0,
540,Ethinylestradiol/leLvonorgestrRel,Ethinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,1,Ethinylestradiol/etonogestrel,0,Levonorgestrel,0,
541,Ethinylestradiol/norethislterone,Ethinylestradiol/norethisterone,Ethinylestradiol/norethisterone,1,Ethinylestradiol/levonorgestrel,0,Ethinylestradiol/etonogestrel,0,
542,Ethinylestradiol/norethislterNone,Ethinylestradiol/norethisterone,Ethinylestradiol/norethisterone,1,Ethinylestradiol/levonorgestrel,0,Ethinylestradiol/etonogestrel,0,
543,EthiGnylestradiol/norethisterone,Ethinylestradiol/norethisterone,Ethinylestradiol/norethisterone,1,Ethinylestradiol/levonorgestrel,0,Ethinylestradiol/etonogestrel,0,
544,Ethinylestradil/norethisterone,Ethinylestradiol/norethisterone,Ethinylestradiol/norethisterone,1,Ethinylestradiol/levonorgestrel,0,Ethinylestradiol/etonogestrel,0,
545,Ethinylestradil/noretisterone,Ethinylestradiol/norethisterone,Ethinylestradiol/norethisterone,1,Ethinylestradiol/levonorgestrel,0,Ethinylestradiol/etonogestrel,0,
546,Ethzonamide,Ethionamide,Ethionamide,1,Acetazolamide,0,Ethosuximide,0,
547,EthosuxiRmide,Ethosuximide,Ethosuximide,1,Ethionamide,0,Etoposide,0,
548,Ethosuximde,Ethosuximide,Ethosuximide,1,Etoposide,0,Ethionamide,0,
549,EthosuximiWde,Ethosuximide,Ethosuximide,1,Ethionamide,0,Etoposide,0,
550,EthosuxwimiWde,Ethosuximide,Ethosuximide,1,Ethionamide,0,Etoposide,0,
551,EtonogFstrel-releasing implant,Etonogestrel-releasing implant,Etonogestrel-releasing implant,1,Levonorgestrel-releasing implant,0,Levonorgestrel,0,
552,vEtoposide,Etoposide,Etoposide,1,Ethosuximide,0,Metoclopramide,0,
553,vEtoposride,Etoposide,Etoposide,1,Metoclopramide,0,Ethosuximide,0,
554,EtoposiMde,Etoposide,Etoposide,1,Ethosuximide,0,Tropicamide,0,
555,EtopoRsiMde,Etoposide,Etoposide,1,Ethosuximide,0,Sodium nitroprusside,0,
556,toposide,Etoposide,Etoposide,1,Erythropoiesis-stimulating agents,0,Tropicamide,0,
557,Eerolimus,Everolimus,Everolimus,1,Tacrolimus,0,Vecuronium,0,
558,Eeroimus,Everolimus,Everolimus,1,Tacrolimus,0,Ferrous salt,0,
559,EKverolimus,Everolimus,Everolimus,1,Tacrolimus,0,Vecuronium,0,
560,EKverolifmus,Everolimus,Everolimus,1,Tacrolimus,0,Vecuronium,0,
561,EverolimuUEverolimus,Everolimus,Everolimus,1,Tacrolimus,0,Cefuroxime,0,
562,cverolimuUEverolimus,Everolimus,Everolimus,1,Tacrolimus,0,Vecuronium,0,
563,FQentanyl,Fentanyl,Fentanyl,1,Ethanol,0,Senna,0,
564,FentanCl,Fentanyl,Fentanyl,1,Ethanol,0,Gentamicin,0,
565,Fentnyl,Fentanyl,Fentanyl,1,Retinol,0,Ethanol,0,
566,Ferkrous salt,Ferrous salt,Ferrous salt,1,Ferrous salt/folic acid,0,Pegylated interferon-alpha-2a,0,
567,Ferrous salt/folic aTid,Ferrous salt/folic acid,Ferrous salt/folic acid,1,Ferrous salt,0,Folic acid,0,
568,Ferrous salt/flic acid,Ferrous salt/folic acid,Ferrous salt/folic acid,1,Ferrous salt,0,Ascorbic acid,0,
569,errous salt/flic acid,Ferrous salt/folic acid,Ferrous salt/folic acid,1,Valproic acid,0,Acetic acid,0,
570,Fexinqdazole,Fexinidazole,Fexinidazole,1,Albendazole,0,Mebendazole,0,
571,Fexqnqdazole,Fexinidazole,Fexinidazole,1,Mebendazole,0,Albendazole,0,
572,FilgrastieFilgrastim,Filgrastim,Filgrastim,1,Vinblastine,0,Loratadine,0,
573,FilgraNstim,Filgrastim,Filgrastim,1,Vinblastine,0,Eflornithine,0,
574,FilgraNmstim,Filgrastim,Filgrastim,1,Vinblastine,0,Eflornithine,0,
575,Filgratim,Filgrastim,Filgrastim,1,Cisplatin,0,Loratadine,0,
576,FluconazoDe,Fluconazole,Fluconazole,1,Miconazole,0,Flucytosine,0,
577,FYluconazole,Fluconazole,Fluconazole,1,Miconazole,0,Voriconazole,0,
578,FYNluconazole,Fluconazole,Fluconazole,1,Miconazole,0,Itraconazole,0,
579,Fluconazle,Fluconazole,Fluconazole,1,Miconazole,0,Calcium gluconate,0,
580,Fluonazle,Fluconazole,Fluconazole,1,Fluphenazine,0,Sodium stibogluconate,0,
581,Fucytosine,Flucytosine,Flucytosine,1,Cycloserine,0,Cytarabine,0,
582,Flucytsine,Flucytosine,Flucytosine,1,Fluoxetine,0,Fludrocortisone,0,
583,lucytsine,Flucytosine,Flucytosine,1,Acetylcysteine,0,Cytarabine,0,
584,Flkudarabine,Fludarabine,Fludarabine,1,Isoflurane,0,Cytarabine,0,
585,FludaZabine,Fludarabine,Fludarabine,1,Fluphenazine,0,Dacarbazine,0,
586,FlLdaZabine,Fludarabine,Fludarabine,1,Dacarbazine,0,Sulfadiazine,0,
587,LFludarabine,Fludarabine,Fludarabine,1,Isoflurane,0,Cytarabine,0,
588,LFludarabinae,Fludarabine,Fludarabine,1,Cytarabine,0,Isoflurane,0,
589,FludrocTrtisone,Fludrocortisone,Fludrocortisone,1,Hydrocortisone,0,Fluoxetine,0,
590,FluoresceiEn,Fluorescein,Fluorescein,1,Fluoride,0,Urea,0,
591,FluoresceiEIn,Fluorescein,Fluorescein,1,Urea,0,Fluoride,0,
592,Fuoride,Fluoride,Fluoride,1,Silver diamine fluoride,0,Furosemide,0,
593,uoride,Fluoride,Silver diamine fluoride,0,Fluoride,1,Potassium chloride,0,
594,FluoAride,Fluoride,Fluoride,1,Silver diamine fluoride,0,Fludarabine,0,
595,FlRuorouracil,Fluorouracil,Fluorouracil,1,Urea,0,Propylthiouracil,0,
596,FluorouCacil,Fluorouracil,Fluorouracil,1,Fluorescein,0,Calcium,0,
597,FluorouraJil,Fluorouracil,Fluorouracil,1,Urea,0,Fluoride,0,
598,Flpphenazine,Fluphenazine,Fluphenazine,1,Phytomenadione,0,Pentamidine,0,
599,Fluphenawine,Fluphenazine,Fluphenazine,1,Fluoxetine,0,Influenza vaccine,0,
600,FolPc acid,Folic acid,Folic acid,1,All-trans retinoic acid,0,Ferrous salt/folic acid,0,
601,Folic aGcid,Folic acid,Folic acid,1,Ferrous salt/folic acid,0,Zoledronic acid,0,
602,FZolic aGcid,Folic acid,Folic acid,1,Ferrous salt/folic acid,0,Zoledronic acid,0,
603,FomepizolMFomepizole,Fomepizole,Fomepizole,1,Omeprazole,0,Midazolam,0,
604,FomepiDolMFomepizole,Fomepizole,Fomepizole,1,Omeprazole,0,Midazolam,0,
605,FomDpizole,Fomepizole,Fomepizole,1,Omeprazole,0,Miconazole,0,
606,FosJfomycin,Fosfomycin,Fosfomycin,1,Paromomycin,0,Streptomycin,0,
607,Josfomycin,Fosfomycin,Fosfomycin,1,Paromomycin,0,Streptomycin,0,
608,Fresh frozen lasma,Fresh frozen plasma,Fresh frozen plasma,1,Retinol,0,Delamanid,0,
609,Freh frozen lasma,Fresh frozen plasma,Fresh frozen plasma,1,Retinol,0,Delamanid,0,
610,Fresh frozOen plasma,Fresh frozen plasma,Fresh frozen plasma,1,Alteplase,0,Delamanid,0,
611,Furosemixde,Furosemide,Furosemide,1,Ifosfamide,0,Fluoride,0,
612,Furtosemide,Furosemide,Furosemide,1,Ifosfamide,0,Flucytosine,0,
613,HFurtosemide,Furosemide,Furosemide,1,Ifosfamide,0,Flucytosine,0,
614,Furosemtide,Furosemide,Furosemide,1,Ifosfamide,0,Fluoxetine,0,
615,Futrosemtide,Furosemide,Furosemide,1,Fluoxetine,0,Ifosfamide,0,
616,Gemcitabpine,Gemcitabine,Gemcitabine,1,Capecitabine,0,Efavirenz/emtricitabine/tenofovir,0,
617,Gmcitabine,Gemcitabine,Gemcitabine,1,Capecitabine,0,Emtricitabine/tenofovir,0,
618,Gntamicin,Gentamicin,Gentamicin,1,Natamycin,0,Amikacin,0,
619,Glass ionomer cemenGlass ionomer cement,Glass ionomer cement,Glass ionomer cement,1,Iodine,0,Meropenem,0,
620,Glss ionomer cemenGlass ionomer cement,Glass ionomer cement,Glass ionomer cement,1,Iodine,0,Meropenem,0,
621,Glass ionomez cement,Glass ionomer cement,Glass ionomer cement,1,Iodine,0,Mesna,0,
622,GlasU ionomez cement,Glass ionomer cement,Glass ionomer cement,1,Iodine,0,Mesna,0,
623,Glecaprevir/pibreqntasvir,Glecaprevir/pibrentasvir,Glecaprevir/pibrentasvir,1,Entecavir,0,Lopinavir/ritonavir,0,
624,Glecaprevir/pibrenasvir,Glecaprevir/pibrentasvir,Glecaprevir/pibrentasvir,1,Urea,0,Darunavir,0,
625,GliclazidNe,Gliclazide,Gliclazide,1,Lidocaine,0,Niclosamide,0,
626,JGlucagon,Glucagon,Glucagon,1,Glucose,0,Calcium gluconate,0,
627,JGlucaAgon,Glucagon,Glucagon,1,Glucose,0,Sodium stibogluconate,0,
628,GlucagodGlucagon,Glucagon,Glucagon,1,Glucose,0,Lugol's solution,0,
629,GlucagodGlutagon,Glucagon,Glucagon,1,Glucose,0,Glutaral,0,
630,GlWucagon,Glucagon,Glucagon,1,Glucose,0,Sodium stibogluconate,0,
631,GlWucagoKn,Glucagon,Glucagon,1,Glucose,0,Sodium stibogluconate,0,
632,GlucoSe,Glucose,Glucose,1,Glucose with sodium chloride,0,Flucytosine,0,
633,Gluose,Glucose,Glucose,1,Glucose with sodium chloride,0,Lactulose,0,
634,GluosGluose,Glucose,Glucose,1,Lactulose,0,Glucagon,0,
635,GlucNse,Glucose,Glucose,1,Glucose with sodium chloride,0,Glucagon,0,
636,GluGtaral,Glutaral,Glutaral,1,Salbutamol,0,Realgar,0,
637,Glyceryl rinitrate,Glyceryl trinitrate,Glyceryl trinitrate,1,Erlotinib,0,Caffeine citrate,0,
638,Glyceryl tkrinitrate,Glyceryl trinitrate,Glyceryl trinitrate,1,Caffeine citrate,0,Permethrin,0,
639,Glyceryl tkriEnitrate,Glyceryl trinitrate,Glyceryl trinitrate,1,Caffeine citrate,0,Artesunate,0,
640,GlycerXyl trinitrate,Glyceryl trinitrate,Glyceryl trinitrate,1,Caffeine citrate,0,Permethrin,0,
641,GriseofulviUGriseofulvin,Griseofulvin,Griseofulvin,1,Riboflavin,0,Sofosbuvir,0,
642,GriseofulviUGriseofulvRn,Griseofulvin,Griseofulvin,1,Riboflavin,0,Isoflurane,0,
643,Gliseofulvin,Griseofulvin,Griseofulvin,1,Riboflavin,0,Levofloxacin,0,
644,Gniseofulvin,Griseofulvin,Griseofulvin,1,Riboflavin,0,Intermediate-acting insulin,0,
645,Haemophilus influenzae type b vaccinme,Haemophilus influenzae type b vaccine,Haemophilus influenzae type b vaccine,1,Polymyxin B,0,Amphotericin B,0,
646,jHaemophilus influenzae type b vaccine,Haemophilus influenzae type b vaccine,Haemophilus influenzae type b vaccine,1,Rubella vaccine,0,Varicella vaccine,0,
647,jHaemophilus influWenzae type b vaccine,Haemophilus influenzae type b vaccine,Haemophilus influenzae type b vaccine,1,Polymyxin B,0,Diphtheria vaccine,0,
648,HalWoperidol,Haloperidol,Haloperidol,1,Allopurinol,0,Paliperidone,0,
649,HaylWoperidol,Haloperidol,Haloperidol,1,Allopurinol,0,Paliperidone,0,
650,Halothne,Halothane,Halothane,1,Naloxone,0,Eflornithine,0,
651,HeJparin sodium,Heparin sodium,Heparin sodium,1,Glucose with sodium chloride,0,"Sodium lactate, compound solution",0,
652,HepaOin sodium,Heparin sodium,Heparin sodium,1,Sodium stibogluconate,0,Glucose with sodium chloride,0,
653,Hepanin sodium,Heparin sodium,Heparin sodium,1,"Sodium lactate, compound solution",0,Sodium stibogluconate,0,
654,HepatitisHA vaccine,Hepatitis A vaccine,Hepatitis A vaccine,1,Hepatitis B vaccine,0,Tick-borne encephalitis vaccine,0,
655,Hqepatitis B vaccine,Hepatitis B vaccine,Hepatitis B vaccine,1,Hepatitis A vaccine,0,Haemophilus influenzae type b vaccine,0,
656,Hqepatitis B vaccjine,Hepatitis B vaccine,Hepatitis B vaccine,1,Hepatitis A vaccine,0,Amphotericin B,0,
657,Human papillomavirus (HPV) vaccine,Human papilloma virus (HPV) vaccine,Human papilloma virus (HPV) vaccine,1,BCG vaccine,0,Poliomyelitis vaccine,0,
658,Human papillPma virus (HPV) vaccine,Human papilloma virus (HPV) vaccine,Human papilloma virus (HPV) vaccine,1,Measles vaccine,0,Pertussis vaccine,0,
659,Hydralazie,Hydralazine,Hydralazine,1,Hydroxycarbamide,0,Hydroxocobalamin,0,
660,Hydralaze,Hydralazine,Hydralazine,1,Dihydroartemisinin/piperaquine phosphate,0,Hydrochlorothiazide,0,
661,HydrochlorothiOazide,Hydrochlorothiazide,Hydrochlorothiazide,1,Lisinopril/hydrochlorothiazide,0,Telmisartan/hydrochlorothiazide,0,
662,Hydrochlorotbiazide,Hydrochlorothiazide,Hydrochlorothiazide,1,Telmisartan/hydrochlorothiazide,0,Lisinopril/hydrochlorothiazide,0,
663,Hydroconrtisone,Hydrocortisone,Hydrocortisone,1,Fludrocortisone,0,Hydroxychloroquine,0,
664,HydroRcortisone,Hydrocortisone,Hydrocortisone,1,Fludrocortisone,0,Hydroxychloroquine,0,
665,Hydrocortisne,Hydrocortisone,Hydrocortisone,1,Fludrocortisone,0,Hydroxychloroquine,0,
666,Hydocortisne,Hydrocortisone,Hydrocortisone,1,Fludrocortisone,0,Hydroxychloroquine,0,
667,HydroxocobalaGin,Hydroxocobalamin,Hydroxocobalamin,1,Hydralazine,0,Hydroxycarbamide,0,
668,HydroxocoValaGin,Hydroxocobalamin,Hydroxocobalamin,1,Hydralazine,0,Hydroxycarbamide,0,
669,Hydroxocbalamin,Hydroxocobalamin,Hydroxocobalamin,1,Calamine,0,Hydroxycarbamide,0,
670,Hydroxocbalain,Hydroxocobalamin,Hydroxocobalamin,1,Calamine,0,Hydralazine,0,
671,Hydroxycafbamide,Hydroxycarbamide,Hydroxycarbamide,1,Hydroxocobalamin,0,Hydralazine,0,
672,HyKroxycafbamide,Hydroxycarbamide,Hydroxycarbamide,1,Hydroxocobalamin,0,Tropicamide,0,
673,Hydroxycafrbamide,Hydroxycarbamide,Hydroxycarbamide,1,Hydroxocobalamin,0,Hydroxychloroquine,0,
674,HydroxycXafrbamide,Hydroxycarbamide,Hydroxycarbamide,1,Hydroxocobalamin,0,Hydroxychloroquine,0,
675,Hydrooxycarbamide,Hydroxycarbamide,Hydroxycarbamide,1,Hydroxocobalamin,0,Hydroxychloroquine,0,
676,Hydroxychlorouine,Hydroxychloroquine,Hydroxychloroquine,1,Chloroquine,0,Hydrochlorothiazide,0,
677,Hydroxychloroine,Hydroxychloroquine,Hydroxychloroquine,1,Hydrochlorothiazide,0,Hydrocortisone,0,
678,HydroOxychloroquine,Hydroxychloroquine,Hydroxychloroquine,1,Chloroquine,0,Quinine,0,
679,HyoPcine butylbromide,Hyoscine butylbromide,Hyoscine butylbromide,1,Hyoscine hydrobromide,0,Furosemide,0,
680,HyoPcine wutylbromide,Hyoscine butylbromide,Hyoscine butylbromide,1,Hyoscine hydrobromide,0,Furosemide,0,
681,Hyoscine hydrobromede,Hyoscine hydrobromide,Hyoscine hydrobromide,1,Hyoscine butylbromide,0,Iodine,0,
682,Hyoscine gydrobromede,Hyoscine hydrobromide,Hyoscine hydrobromide,1,Hyoscine butylbromide,0,Iodine,0,
683,Hyoscine hydrobromde,Hyoscine hydrobromide,Hyoscine hydrobromide,1,Hyoscine butylbromide,0,Iodine,0,
684,IbrutiniIbrutinib,Ibrutinib,Ibrutinib,1,Nilotinib,0,Rifabutin,0,
685,IbruiniIbrutinib,Ibrutinib,Ibrutinib,1,Nilotinib,0,Rifabutin,0,
686,IbZrutinib,Ibrutinib,Ibrutinib,1,Imatinib,0,Erlotinib,0,
687,Ibupronfen,Ibuprofen,Ibuprofen,1,Bupropion,0,Leuprorelin,0,
688,QIbupronfen,Ibuprofen,Ibuprofen,1,Bupropion,0,Risperidone,0,
689,IfosfZmide,Ifosfamide,Ifosfamide,1,Furosemide,0,Niclosamide,0,
690,IfEsfZmide,Ifosfamide,Ifosfamide,1,Furosemide,0,Niclosamide,0,
691,IfosfamNde,Ifosfamide,Ifosfamide,1,Niclosamide,0,Isoflurane,0,
692,Ifosfaide,Ifosfamide,Ifosfamide,1,Niclosamide,0,Diloxanide,0,
693,Imatnib,Imatinib,Imatinib,1,Erythropoiesis-stimulating agents,0,Nilotinib,0,
694,Imanib,Imatinib,Imatinib,1,Bevacizumab,0,Ibrutinib,0,
695,IJatinib,Imatinib,Imatinib,1,Nilotinib,0,Dasatinib,0,
696,AJatinib,Imatinib,Dasatinib,0,Imatinib,1,Nilotinib,0,
697,InfluenzaQ vaccine,Influenza vaccine,Influenza vaccine,1,Tick-borne encephalitis vaccine,0,Haemophilus influenzae type b vaccine,0,
698,InfluenzgaQ vaccine,Influenza vaccine,Influenza vaccine,1,Haemophilus influenzae type b vaccine,0,Japanese encephalitis vaccine,0,
699,ILfluenza vaccine,Influenza vaccine,Influenza vaccine,1,Tick-borne encephalitis vaccine,0,Japanese encephalitis vaccine,0,
700,ILfluenza daccine,Influenza vaccine,Influenza vaccine,1,Varicella vaccine,0,Cholera vaccine,0,
701,Influenza vacciHe,Influenza vaccine,Influenza vaccine,1,Dengue vaccine,0,Rubella vaccine,0,
702,Insulin inqjection (soluble),Insulin injection (soluble),Insulin injection (soluble),1,Quinine,0,Iodine,0,
703,Insulin inqjection (soluFble),Insulin injection (soluble),Insulin injection (soluble),1,Quinine,0,Iodine,0,
704,Insulininjection (soluble),Insulin injection (soluble),Insulin injection (soluble),1,Quinine,0,Ivermectin,0,
705,Insulininjection (solubl),Insulin injection (soluble),Insulin injection (soluble),1,Quinine,0,Iodine,0,
706,Insulin injection soluble),Insulin injection (soluble),Insulin injection (soluble),1,Quinine,0,Water for injection,0,
707,Insulin inection soluble),Insulin injection (soluble),Insulin injection (soluble),1,Quinine,0,Long-acting insulin analogues,0,
708,Intermediate-actinginsulin,Intermediate-acting insulin,Intermediate-acting insulin,1,Quinine,0,Simvastatin,0,
709,Intermediate-actingisulin,Intermediate-acting insulin,Intermediate-acting insulin,1,Quinine,0,Simvastatin,0,
710,Intermediate-aQcting insulin,Intermediate-acting insulin,Intermediate-acting insulin,1,Quinine,0,Long-acting insulin analogues,0,
711,Intermediate-taQcting insulin,Intermediate-acting insulin,Intermediate-acting insulin,1,Tetracaine,0,Quinine,0,
712,Intermediate-acting inulin,Intermediate-acting insulin,Intermediate-acting insulin,1,Long-acting insulin analogues,0,Simvastatin,0,
713,Intermediate-cting inulin,Intermediate-acting insulin,Intermediate-acting insulin,1,Long-acting insulin analogues,0,Anti-tetanus immunoglobulin,0,
714,Ipntraperitoneal dialysis solution,Intraperitoneal dialysis solution,Intraperitoneal dialysis solution,1,Lugol's solution,0,Risperidone,0,
715,Intraperitoneal dialysis slution,Intraperitoneal dialysis solution,Intraperitoneal dialysis solution,1,Risperidone,0,Paliperidone,0,
716,Inraperitoneal dialysis slution,Intraperitoneal dialysis solution,Intraperitoneal dialysis solution,1,Risperidone,0,Paliperidone,0,
717,oodine,Iodine,Iodine,1,Codeine,0,Povidone iodine,0,
718,Qodine,Iodine,Iodine,1,Codeine,0,Povidone iodine,0,
719,Ipratopium bromide,Ipratropium bromide,Ipratropium bromide,1,Furosemide,0,Tiotropium,0,
720,Ipratopum bromide,Ipratropium bromide,Ipratropium bromide,1,Furosemide,0,Nitrous oxide,0,
721,Ipratropiumcbromide,Ipratropium bromide,Ipratropium bromide,1,Atropine,0,Tropicamide,0,
722,ISinotecan,Irinotecan,Irinotecan,1,Long-acting insulin analogues,0,Entecavir,0,
723,dSinotecan,Irinotecan,Irinotecan,1,Dactinomycin,0,Efavirenz/lamivudine/tenofovir,0,
724,IsIoflurane,Isoflurane,Isoflurane,1,Urea,0,Fludarabine,0,
725,IsIofluranOe,Isoflurane,Isoflurane,1,Urea,0,Nitrofurantoin,0,
726,Ishflurane,Isoflurane,Isoflurane,1,Urea,0,Fludarabine,0,
727,Ishflurale,Isoflurane,Isoflurane,1,Urea,0,Fludarabine,0,
728,Ixoflurane,Isoflurane,Isoflurane,1,Urea,0,Fludarabine,0,
729,IxoflIrane,Isoflurane,Isoflurane,1,Iodine,0,Riboflavin,0,
730,qIsoniazid,Isoniazid,Isoniazid,1,Isoniazid/pyrazinamide/rifampicin,0,Ethambutol/isoniazid/pyrazinamide/rifampicin,0,
731,Isoncazid,Isoniazid,Isoniazid,1,Isoniazid/pyrazinamide/rifampicin,0,Isoniazid/rifapentine,0,
732,Gsoncazid,Isoniazid,Isoniazid,1,Isoniazid/pyrazinamide/rifampicin,0,Isoniazid/rifapentine,0,
733,Isonziazid,Isoniazid,Isoniazid,1,Isoniazid/pyrazinamide/rifampicin,0,Ethambutol/isoniazid/pyrazinamide/rifampicin,0,
734,Isoniazid/pyrazinamidU/rifampicin,Isoniazid/pyrazinamide/rifampicin,Isoniazid/pyrazinamide/rifampicin,1,Rifampicin,0,Isoniazid,0,
735,Isoniazid/cyrazinamidU/rifampicin,Isoniazid/pyrazinamide/rifampicin,Isoniazid/pyrazinamide/rifampicin,1,Rifampicin,0,Isoniazid,0,
736,Isoniazid/pyrazinamide/rifampicn,Isoniazid/pyrazinamide/rifampicin,Isoniazid/pyrazinamide/rifampicin,1,Pyrazinamide,0,Isoniazid,0,
737,Isoniazid/pyrazinamie/rifampicn,Isoniazid/pyrazinamide/rifampicin,Isoniazid/pyrazinamide/rifampicin,1,Isoniazid,0,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,0,
738,Isoniazid/pyrazinamide/rifampicdin,Isoniazid/pyrazinamide/rifampicin,Isoniazid/pyrazinamide/rifampicin,1,Pyrazinamide,0,Isoniazid,0,
739,Isoniazid/pyridoxine/sulYfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,1,Pyridoxine,0,Trimethoprim,0,
740,IsoniazZid/pyridoxine/sulYfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,1,Pyridoxine,0,Trimethoprim,0,
741,Isoniazid/pyridxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,1,Trimethoprim,0,Isoniazid,0,
742,Isonazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,1,Sulfamethoxazole/trimethoprim,0,Trimethoprim,0,
743,Isonazid/pyridoxine/sulfamethoxazole/trimethprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,1,Pyridoxine,0,Sulfamethoxazole/trimethoprim,0,
744,Isoniazid/rifampicihn,Isoniazid/rifampicin,Isoniazid/rifampicin,1,Isoniazid,0,Isoniazid/pyrazinamide/rifampicin,0,
745,Isoiazid/rifampicin,Isoniazid/rifampicin,Isoniazid/rifampicin,1,Rifampicin,0,Isoniazid/pyrazinamide/rifampicin,0,
746,Isoneiazid/rifapentine,Isoniazid/rifapentine,Isoniazid/rifapentine,1,Rifapentine,0,Isoniazid/rifampicin,0,
747,IsoneiazidI/rifapentine,Isoniazid/rifapentine,Isoniazid/rifapentine,1,Rifapentine,0,Isoniazid,0,
748,Isoniazid/rifapeXtine,Isoniazid/rifapentine,Isoniazid/rifapentine,1,Isoniazid,0,Ethambutol/isoniazid/pyrazinamide/rifampicin,0,
749,Isoniazid/rifapPXtine,Isoniazid/rifapentine,Isoniazid/rifapentine,1,Isoniazid,0,Isoniazid/pyrazinamide/rifampicin,0,
750,Iraconazole,Itraconazole,Itraconazole,1,Miconazole,0,Voriconazole,0,
751,ItraconQazole,Itraconazole,Itraconazole,1,Miconazole,0,Voriconazole,0,
752,IUD with fcopper,IUD with copper,IUD with copper,1,Glucose with sodium chloride,0,IUD with progestogen,0,
753,IUD with proghstogen,IUD with progestogen,IUD with progestogen,1,IUD with copper,0,Oxygen,0,
754,IUD with proestogen,IUD with progestogen,IUD with progestogen,1,IUD with copper,0,Oxygen,0,
755,IvermectiXIvermectin,Ivermectin,Ivermectin,1,Retinol,0,Permethrin,0,
756,Ivrmectin,Ivermectin,Ivermectin,1,Permethrin,0,Retinol,0,
757,Ivrmctin,Ivermectin,Ivermectin,1,Imatinib,0,Azithromycin,0,
758,Japanese encephaliti vaccine,Japanese encephalitis vaccine,Japanese encephalitis vaccine,1,Typhoid vaccine,0,Varicella vaccine,0,
759,Japanese encephaliti accine,Japanese encephalitis vaccine,Japanese encephalitis vaccine,1,Tick-borne encephalitis vaccine,0,Typhoid vaccine,0,
760,Japanese encephalitis vJccine,Japanese encephalitis vaccine,Japanese encephalitis vaccine,1,Tick-borne encephalitis vaccine,0,Hepatitis B vaccine,0,
761,Ktamine,Ketamine,Ketamine,1,Thiamine,0,Protamine sulfate,0,
