,0,1
1331,umatiptan,Sumatriptan
1332,Suramin eodium,Suramin sodium
1333,SuramTn eodium,Suramin sodium
1334,Suramin sxdium,Suramin sodium
1335,Suramin sxdium,Suramin sodium
1336,Surmin sodium,Suramin sodium
1337,Surminsodium,Suramin sodium
1338,Srrfactant,Surfactant
1339,SrrVactant,Surfactant
1340,SurfaUctant,Surfactant
1341,Swurfactant,Surfactant
1342,SwurfactanCt,Surfactant
1343,Suxamehonium,Suxamethonium
1344,Suxaehonium,Suxamethonium
1345,Suamethonium,Suxamethonium
1346,SuxametVonium,Suxamethonium
1347,Takrolimus,Tacrolimus
1348,TakrolWmus,Tacrolimus
1349,Tracrolimus,Tacrolimus
1350,TracrolimuSs,Tacrolimus
1351,TamoxPifen,Tamoxifen
1352,Tamxifen,Tamoxifen
1353,Tamxifen,Tamoxifen
1354,Telmisartan/aKlodipine,Telmisartan/amlodipine
1355,Telmisartan/aKlodipine,Telmisartan/amlodipine
1356,Telmisartan/hyrochlorothiazide,Telmisartan/hydrochlorothiazide
1357,enofovir disoproxil fumarate,Tenofovir disoproxil fumarate
1358,Tenofovir disoproxil dfumarate,Tenofovir disoproxil fumarate
1359,Tenofovir disoproxilH fumarate,Tenofovir disoproxil fumarate
1360,Tenofovir disoprRoxilH fumarate,Tenofovir disoproxil fumarate
1361,Terbinzfine,Terbinafine
1362,Terbinzfine,Terbinafine
1363,Tefbinafine,Terbinafine
1364,TerCinafine,Terbinafine
1365,TerCinadine,Terbinafine
1366,TesPtosterone,Testosterone
1367,TesPtosteronde,Testosterone
1368,Tetanus vaccinTetanus vaccine,Tetanus vaccine
1369,Tetanus vaccinTetanus vacine,Tetanus vaccine
1370,Terracaine,Tetracaine
1371,etracaine,Tetracaine
1372,Tetracyycline,Tetracycline
1373,Tetrcacyycline,Tetracycline
1374,Tetraycline,Tetracycline
1375,Tetrayclne,Tetracycline
1376,ThiaminThiamine,Thiamine
1377,Thiamsine,Thiamine
1378,Tick-borne enclephalitis vaccine,Tick-borne encephalitis vaccine
1379,Tick-borne enclephaliFtis vaccine,Tick-borne encephalitis vaccine
1380,Tick-borne encephalitis Taccine,Tick-borne encephalitis vaccine
1381,Timool,Timolol
1382,Timol,Timolol
1383,Tiogulanine,Tioguanine
1384,Titogulanine,Tioguanine
1385,TioMuanine,Tioguanine
1386,TiotrXopium,Tiotropium
1387,Tiotropim,Tiotropium
1388,TiotropiTiotropim,Tiotropium
1389,TranexamGic acid,Tranexamic acid
1390,TranexamGic Yacid,Tranexamic acid
1391,TCranexamic acid,Tranexamic acid
1392,TCryanexamic acid,Tranexamic acid
1393,Tranfxamic acid,Tranexamic acid
1394,Tranfxaqic acid,Tranexamic acid
1395,eTrastuzumab,Trastuzumab
1396,eTrastuzumaTb,Trastuzumab
1397,Trasuzumab,Trastuzumab
1398,rasuzumab,Trastuzumab
1399,Tcrastuzumab,Trastuzumab
1400,TcrastuzumaXb,Trastuzumab
1401,Trilabendazole,Triclabendazole
1402,Triclabendzole,Triclabendazole
1403,TriclabendaPole,Triclabendazole
1404,Tdimethoprim,Trimethoprim
1405,Tdimetzoprim,Trimethoprim
1406,Trimehoprim,Trimethoprim
1407,TriYmethoprim,Trimethoprim
1408,Tropiamide,Tropicamide
1409,Tropiamie,Tropicamide
1410,TropicaYmide,Tropicamide
1411,TIropicaYmide,Tropicamide
1412,kuberculin,Tuberculin
1413,TyphoEid vaccine,Typhoid vaccine
1414,TyphoEifd vaccine,Typhoid vaccine
1415,Typhoid vahccine,Typhoid vaccine
1416,Typhoid vahcciune,Typhoid vaccine
1417,Usipristal,Ulipristal
1418,UsOpristal,Ulipristal
1419,UlipristaUlipristal,Ulipristal
1420,UlipristaUliprstal,Ulipristal
1421,Ulipriital,Ulipristal
1422,Ujea,Urea
1423,UreTUrea,Urea
1424,UreTUUea,Urea
1425,rea,Urea
1426,rerea,Urea
1427,Ualganciclovir,Valganciclovir
1428,Valproic aciValproic acid,Valproic acid
1429,ValproicaciValproic acid,Valproic acid
1430,Valproic aciRValproic acid,Valproic acid
1431,Vancmycin,Vancomycin
1432,VancomycEin,Vancomycin
1433,Vaaenicline,Varenicline
1434,Vareniline,Varenicline
1435,Varenline,Varenicline
1436,Varicela vaccine,Varicella vaccine
1437,Vaicela vaccine,Varicella vaccine
1438,Vecuxonium,Vecuronium
1439,Vecurojnium,Vecuronium
1440,VecurojInium,Vecuronium
1441,Vinbjastine,Vinblastine
1442,ViVblastine,Vinblastine
1443,NiVblastine,Vinblastine
1444,Vincristne,Vincristine
1445,Vincriste,Vincristine
1446,VinorelbiZne,Vinorelbine
1447,VinorelbilZne,Vinorelbine
1448,Viorelbine,Vinorelbine
1449,iorelbine,Vinorelbine
1450,Vnorelbine,Vinorelbine
1451,Voriaonazole,Voriconazole
1452,Voriaonazele,Voriconazole
1453,Woriconazole,Voriconazole
1454,Warfarn,Warfarin
1455,WarfaDrin,Warfarin
1456,WarnfaDrin,Warfarin
1457,Water for injeciion,Water for injection
1458,WaterYfor injeciion,Water for injection
1459,Water for injecton,Water for injection
1460,Water or injecton,Water for injection
1461,Water fr injection,Water for injection
1462,Water fr inection,Water for injection
1463,Wholeblood,Whole blood
1464,Wholeblod,Whole blood
1465,Whol blood,Whole blood
1466,Whl blood,Whole blood
1467,Xylometazlline,Xylometazoline
1468,Xyllometazoline,Xylometazoline
1469,XylometaMzoline,Xylometazoline
1470,Yellow fevaer vaccine,Yellow fever vaccine
1471,Yellow yfevaer vaccine,Yellow fever vaccine
1472,Yellw fever vaccine,Yellow fever vaccine
1473,Zidevudine,Zidovudine
1474,Ziovudine,Zidovudine
1475,Zminc sulfate,Zinc sulfate
1476,Zinfc sulfate,Zinc sulfate
1477,Zledronic acid,Zoledronic acid
